Sentence,Sentiment,cleaned_Sentence,Encoded_Sentiment,Sentiment_Polarity_Cleaned,Sentiment_Label_Cleaned,Sentiment_Label_Encoded
$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,positive,crm sep calls since entry bang,2,0.0,neutral,1
"In January June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,january june diluted loss per share stood eur versus eur first half,0,0.04166666666666667,positive,2
Rapala said it estimates it will make savings of 1 2 mln eur a year by centralising its French operations at one site .,positive,rapala said estimates make savings mln eur year centralising french operations one site,2,0.0,neutral,1
$VMW  Got a nice push today following small sweepers of May C this morning,positive,vmw got nice push today following small sweepers may c morning,2,0.11666666666666665,positive,2
That topped consensus forecasts for earnings of 0.21 euros a share .,positive,topped consensus forecasts earnings euros share,2,0.0,neutral,1
R&D Loan ) .,neutral,rd loan,1,0.0,neutral,1
"In future , the company intends to look for know how from outside the company and to cooperate with other actors in the sector .",positive,future company intends look know outside company cooperate actors sector,2,0.0,neutral,1
"You need to be ready when the window opens up , Rosberg said .",neutral,need ready window opens rosberg said,1,0.2,positive,2
"More than 50,000 tonnes of asphalt mix will be used in the contract .",neutral,tonnes asphalt mix used contract,1,0.0,neutral,1
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead managers on the senior , unsecured deal .",neutral,pa jpmorgan chase co nyse jpm pohjoa bank joint lead managers senior unsecured deal,1,0.0,neutral,1
$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,positive,ctrp breaking good vol parser buy signal noticed bob langs comments looking fast,2,0.44999999999999996,positive,2
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",neutral,sales finland decreased january sales outside finland dropped,1,-0.2,negative,0
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",negative,pulp production finnish kemijrvi also liquidated employees loose jobs,0,-0.07692307692307693,negative,0
Nordea was the cheapest also for a couple in their 30s with debt .,neutral,nordea cheapest also couple debt,1,0.0,neutral,1
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",neutral,jussi pesonen member sampo board since renounce seat sampo board,1,0.0,neutral,1
"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",negative,tesla recalling model x cars tsla,0,0.0,neutral,1
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,adjusted changes group structure division net sales increased,2,0.0,neutral,1
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",neutral,making matters difficult company said grappling higher oil gas prices pushed cost energy raw materials transportation,1,-0.16025641025641027,negative,0
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,positive,amending proposal simplifies proposed plan increases incentive key employees stay company,2,0.0,neutral,1
The solution will now be expanded to include all ground staff tasks .,neutral,solution expanded include ground staff tasks,1,0.0,neutral,1
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",negative,operating loss totalled eur mn compared profit eur mn third quarter,0,0.0,neutral,1
"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",positive,fedday looking sharp move equities aapl hd low fb seeing uvxy tvix getting hammered even though market,2,-0.0625,negative,0
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,net sales totaled eur mn eur mn corresponding period,2,0.0,neutral,1
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,neutral,consequence works council withdrawn petition suspend reorganisation,1,0.0,neutral,1
CEO Erkki J+ñrvinen is happy with the company 's performance in 2010 .,positive,ceo erkki jrvinen happy company performance,2,0.8,positive,2
"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",positive,comparable net sales expected increase line group target,2,-0.05,negative,0
"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South Korea .",positive,following transaction lundbeck worldwide rights nalmefene excluding north america mexico turkey south korea,2,0.0,neutral,1
"The government started the sell off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .",neutral,government started sell last month putting percent stake teliasonera auction bloc,1,0.0,neutral,1
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral,report goes provide detailed profiles ten leading european specialty chemicals companies brief profiles major players,1,0.0925,positive,2
"Both operating profit and net sales for the three month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive,operating profit net sales three month period increased respectively eur eurm compared corresponding quarter,2,0.0,neutral,1
The company expects its net sales for the whole 2009 to be at previous year levels .,neutral,company expects net sales whole previous year levels,1,0.011111111111111118,positive,2
"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",neutral,company headquartered sievi finland listed nordic exchange helsinki,1,0.0,neutral,1
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,commission income increased eur mn lending volume rose,2,0.6,positive,2
"The Finnish company sold its UK operation   consisting of 50 staff in offices in London , Birmingham and Manchester   as part of a deal with Hampden in July 2001 for its European wide property and casualty arm Sampo Industrial .",neutral,finnish company sold uk operation consisting staff offices london birmingham manchester part deal hampden july european wide property casualty arm sampo industrial,1,-0.05,negative,0
"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",negative,building home improvement trade sales decreased eur mn,0,-0.4,negative,0
"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",neutral,innova building located close downtown immediate vicinity paviljonki travel center within walking distance heart city thanks trade fair bridge,1,0.26666666666666666,positive,2
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",neutral,finnish textiles clothing group marimekko oyj posted net profit mln euro mln compared mln euro mln,1,0.0,neutral,1
The main strength of the cooperation project lies in merging the know how of two large companies .,positive,main strength cooperation project lies merging know two large companies,2,0.19047619047619047,positive,2
Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .,neutral,shareholders right put agenda agm items within competence general meeting,1,0.16785714285714287,positive,2
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,positive,kazgiprotsvetmet outotec finland signed agreement strategic cooperation marketing providing minerals processing metallurgical plants related services kazakhstan surrounding countries,2,0.0,neutral,1
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",neutral,due rapid decrease net sales personnel reductions carried wider scale initially expected,1,-0.075,negative,0
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,neutral,government instead proposed exchange state stake lmt teliasonera stake lattelecom,1,0.0,neutral,1
Stora is due to release its fourth quarter and 2009 full year earnings on Feb. 4 .,neutral,stora due release fourth quarter full year earnings feb,1,0.075,positive,2
